element_name,element_type,kw_loss,kvar_loss
Line.line_edge-000119,Line,0.00040851105053389404,-0.010540603393631335
Line.line_edge-000120,Line,6.516517705676961e-06,-0.0010597316118891057
Line.line_edge-000121,Line,3.695994521604007e-05,-0.006005028453011391
Line.line_edge-000122,Line,0.0012129483458556934,-0.0005819091905668757
Line.line_edge-000123,Line,0.006888900390942581,-0.0033032675484009817
Line.line_edge-000124,Line,9.214341089318623e-07,-0.0011724561025157527
Line.line_edge-000125,Line,5.236560074081353e-06,-0.006657631891824166
Line.line_edge-000126,Line,4.795559497610979e-05,-0.004483758838255026
Line.line_edge-000127,Line,0.0002724288451038931,-0.025454981698144977
Line.line_edge-000128,Line,7.827947391401385e-05,-0.004541255747640281
Line.line_edge-000129,Line,0.0004436713874202681,-0.02573329285146286
Line.line_edge-000130,Line,5.634180378925979e-05,-0.0028120525320965194
Line.line_edge-000131,Line,0.00031950204066147776,-0.015934474317288592
Line.line_edge-000132,Line,6.494246045804175e-06,-0.0014881629525395966
Line.line_edge-000133,Line,3.6922493359270446e-05,-0.008452376338318572
Line.line_edge-000134,Line,0.00024574654421849116,-0.0014987803781359617
Line.line_edge-000135,Line,0.0013898610858777828,-0.008473561900125787
Line.line_edge-000136,Line,6.721237940382707e-06,-0.0016436123979704008
Line.line_edge-000137,Line,3.815197877679566e-05,-0.00931357455946852
Line.line_edge-000138,Line,0.00022292317844113674,-0.0031050596200298186
Line.line_edge-000139,Line,0.0012653118878261011,-0.017618341546089142
Line.line_edge-000140,Line,0.0004410130085689161,-0.00169408599982944
Line.line_edge-000141,Line,0.0025030095487236395,-0.009610392242768285
Line.line_edge-000142,Line,7.009486462038694e-06,-0.0019030545619390295
Line.line_edge-000143,Line,3.973031975669983e-05,-0.01076404629578701
Line.line_edge-000144,Line,5.173309875534216e-06,-0.006928309330761056
Line.line_edge-000145,Line,2.9359191300387662e-05,-0.03926019375449419
Line.line_edge-000146,Line,3.059446930274135e-05,-0.002045400240510389
Line.line_edge-000147,Line,0.000173731442715507,-0.011603678125911301
Line.line_edge-000148,Line,7.992880124195079e-06,-0.0042064573416460025
Line.line_edge-000149,Line,4.544787842986064e-05,-0.023836264235861288
Line.line_edge-000150,Line,0.0051853237656665765,-0.0024968151956066935
Line.line_edge-000151,Line,0.029390132330312548,-0.014138700988111048
Line.line_edge-000152,Line,1.1281737869765384e-05,-0.007971490719695563
Line.line_edge-000153,Line,6.405680796545695e-05,-0.04517130251421249
Line.line_edge-000154,Line,0.00034671830282721137,-0.004449269731081928
Line.line_edge-000155,Line,0.0019662046968710835,-0.025209979480263482
Line.line_edge-000156,Line,7.385283933490427e-05,-0.0024396934297046756
Line.line_edge-000157,Line,0.0004184102866729518,-0.013810126619309358
Line.line_edge-000158,Line,0.0004256154325303214,-0.0023475232423261333
Line.line_edge-000159,Line,0.0024126315463508944,-0.0132995957260855
Line.line_edge-000160,Line,0.027031648897289415,0.0056008103898784614
Line.line_edge-000161,Line,0.153187778474472,0.031767396510156684
Line.line_edge-000162,Line,0.015589404800875143,0.0028434610027870412
Line.line_edge-000163,Line,0.08835204236179893,0.016133812938354357
Line.line_edge-000164,Line,0.031485521933384004,0.006798800887037942
Line.line_edge-000165,Line,0.17842791423518792,0.03856127055815887
Line.line_edge-000166,Line,0.002869910869623709,-0.001997799590812065
Line.line_edge-000167,Line,0.016279696473688092,-0.011319496049458394
Line.line_edge-000168,Line,0.011321891021909274,-0.0015072833892903965
Line.line_edge-000169,Line,0.06417181965644558,-0.00851979155030443
Line.line_edge-000170,Line,0.0003283414342176404,-0.00985387924715907
Line.line_edge-000171,Line,0.0018612092838417875,-0.05583538976697773
Line.line_edge-000172,Line,0.0003631916209269548,-0.002582726692462529
Line.line_edge-000173,Line,0.0020569942363363224,-0.014621007532901785
Line.line_edge-000174,Line,0.0010678542658225352,-0.005720655212508014
Line.line_edge-000175,Line,0.0060618260972339615,-0.032445219612430305
Line.line_edge-000176,Line,0.017904167885494458,0.002949228477370941
Line.line_edge-000177,Line,0.1013982981567013,0.016729466340076743
Line.line_edge-000178,Line,0.00013793766286107712,-0.003238734611034488
Line.line_edge-000179,Line,0.0007822095534775144,-0.018350476048361996
Line.line_edge-000180,Line,7.484349399194734e-05,-0.006662344229711287
Line.line_edge-000181,Line,0.00042505761617553725,-0.03775125817347487
Line.line_edge-000182,Line,0.004807966490816094,-0.004537871152831851
Line.line_edge-000183,Line,0.02724811685914558,-0.025698735274419737
Line.line_edge-000184,Line,55.121304076823456,146.12199810309139
Line.line_edge-000188,Line,5.197602054347063e-05,-0.0021990494854952224
Line.line_edge-000190,Line,1.1968109340418339e-06,-0.002038045153644614
Line.line_edge-000192,Line,1.263821600969095e-05,-0.0013133481607264911
Line.line_edge-000194,Line,1.8949910725267144e-06,-0.003791930601127931
Line.line_edge-000196,Line,0.0027382024817488855,-0.001411803921126193
Line.line_edge-000197,Line,6.449327031841398e-05,-0.001607194831712119
Line.line_edge-000198,Line,0.0003654791667247709,-0.009107342687276159
Line.line_edge-000199,Line,0.0014692607813849463,-6.936677104386035e-05
Line.line_edge-000200,Line,0.008325984162031091,-0.00039246443518277374
Line.line_edge-000201,Line,0.00032808853963856423,-0.001969448919648822
Line.line_edge-000202,Line,0.0018662939021119504,-0.01120199337233849
